fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed acidity volatile acidity,fixed acidity citric acid,fixed acidity residual sugar,fixed acidity chlorides,fixed acidity free sulfur dioxide,fixed acidity total sulfur dioxide,fixed acidity density,fixed acidity pH,quality
6.7,0.23,0.33,8.1,0.048,45.0,176.0,0.99472,3.11,0.52,10.1,1.5410000000000001,2.2110000000000003,54.269999999999996,0.3216,301.5,1179.2,6.664624000000001,20.837,6
6.8,0.23,0.32,8.6,0.046,47.0,159.0,0.99452,3.08,0.52,10.5,1.564,2.176,58.48,0.31279999999999997,319.59999999999997,1081.2,6.762735999999999,20.944,6
6.5,0.22,0.28,3.7,0.059,29.0,151.0,0.99177,3.23,0.41,12.1,1.43,1.8200000000000003,24.05,0.38349999999999995,188.5,981.5,6.446505,20.995,7
5.1,0.165,0.22,5.7,0.047,42.0,146.0,0.9934,3.18,0.55,9.9,0.8415,1.1219999999999999,29.07,0.2397,214.2,744.5999999999999,5.066339999999999,16.218,6
6.6,0.425,0.25,2.35,0.034,23.0,87.0,0.99082,3.05,0.41,11.4,2.8049999999999997,1.65,15.51,0.22440000000000002,151.79999999999998,574.1999999999999,6.539412,20.13,6
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,2.6220000000000003,2.001,94.185,0.33120000000000005,358.8,1304.1000000000001,6.885096,20.700000000000003,6
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,2.6220000000000003,2.001,94.185,0.33120000000000005,358.8,1304.1000000000001,6.885096,20.700000000000003,6
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,2.6220000000000003,2.001,94.185,0.33120000000000005,358.8,1304.1000000000001,6.885096,20.700000000000003,6
7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,1.9440000000000002,2.0160000000000005,109.44,0.3312,43.2,295.2,7.17588,22.824,6
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,1.292,2.052,34.959999999999994,0.38,174.79999999999998,744.8,7.5560719999999995,23.407999999999998,6
6.2,0.3,0.31,1.2,0.048,19.0,125.0,0.98999,3.32,0.54,12.6,1.8599999999999999,1.922,7.4399999999999995,0.29760000000000003,117.8,775.0,6.137938,20.584,6
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,1.292,2.052,34.959999999999994,0.38,174.79999999999998,744.8,7.5560719999999995,23.407999999999998,6
6.5,0.26,0.32,6.65,0.059,34.0,104.0,0.99254,3.18,0.42,11.1,1.69,2.08,43.225,0.38349999999999995,221.0,676.0,6.45151,20.67,5
6.9,0.36,0.28,13.55,0.048,51.0,189.0,0.99782,3.0,0.6,9.5,2.484,1.9320000000000004,93.495,0.33120000000000005,351.90000000000003,1304.1000000000001,6.884958000000001,20.700000000000003,7
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,2.6220000000000003,2.001,94.185,0.33120000000000005,358.8,1304.1000000000001,6.885096,20.700000000000003,6
6.8,0.18,0.24,9.8,0.058,64.0,188.0,0.9952,3.13,0.51,10.6,1.224,1.632,66.64,0.39440000000000003,435.2,1278.3999999999999,6.76736,21.284,6
6.7,0.18,0.24,10.3,0.057,64.0,185.0,0.99519,3.12,0.5,10.6,1.206,1.6079999999999999,69.01,0.3819,428.8,1239.5,6.667773,20.904,6
6.6,0.16,0.21,6.7,0.055,43.0,157.0,0.99384,3.15,0.52,10.8,1.056,1.386,44.22,0.363,283.8,1036.2,6.559343999999999,20.79,6
7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,1.9440000000000002,2.0160000000000005,109.44,0.3312,43.2,295.2,7.17588,22.824,6
6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.99596,3.34,0.5,9.9,1.088,1.7280000000000002,63.36000000000001,0.3008,166.4,646.4000000000001,6.374144,21.376,6
7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,1.584,2.0160000000000005,51.84,0.432,295.2,950.4,7.153200000000001,22.176000000000002,6
6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,1.32,1.6800000000000002,6.6000000000000005,0.20400000000000001,282.0,540.0,5.93172,19.32,6
6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39,12.5,2.412,1.8760000000000003,55.61000000000001,0.22780000000000003,194.3,542.7,6.643117,19.832,6
6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.9922,3.02,0.38,12.4,2.795,1.8200000000000003,73.125,0.20800000000000002,201.5,565.5,6.4493,19.63,6
5.9,0.2,0.28,12.8,0.038,29.0,132.0,0.99426,3.31,0.57,11.8,1.1800000000000002,1.6520000000000004,75.52000000000001,0.2242,171.10000000000002,778.8000000000001,5.866134000000001,19.529,7
5.3,0.32,0.23,9.65,0.026,26.0,119.0,0.99168,3.18,0.53,12.2,1.696,1.219,51.145,0.13779999999999998,137.79999999999998,630.6999999999999,5.255904,16.854,6
6.8,0.2,0.28,12.6,0.048,54.0,136.0,0.99556,3.19,0.37,10.7,1.36,1.9040000000000001,85.67999999999999,0.3264,367.2,924.8,6.769808,21.692,6
6.0,0.22,0.33,12.2,0.033,25.0,97.0,0.99356,3.17,0.42,11.3,1.32,1.98,73.19999999999999,0.198,150.0,582.0,5.96136,19.02,7
6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39,12.5,2.412,1.8760000000000003,55.61000000000001,0.22780000000000003,194.3,542.7,6.643117,19.832,6
6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.9922,3.02,0.38,12.4,2.795,1.8200000000000003,73.125,0.20800000000000002,201.5,565.5,6.4493,19.63,6
7.1,0.18,0.49,1.3,0.033,12.0,72.0,0.99072,3.05,0.53,11.3,1.2779999999999998,3.4789999999999996,9.23,0.2343,85.19999999999999,511.2,7.034112,21.654999999999998,7
6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.99596,3.34,0.5,9.9,1.088,1.7280000000000002,63.36000000000001,0.3008,166.4,646.4000000000001,6.374144,21.376,6
7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,1.584,2.0160000000000005,51.84,0.432,295.2,950.4,7.153200000000001,22.176000000000002,6
6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,1.32,1.6800000000000002,6.6000000000000005,0.20400000000000001,282.0,540.0,5.93172,19.32,6
6.0,0.2,0.26,1.1,0.033,38.0,67.0,0.98954,3.14,0.38,11.5,1.2000000000000002,1.56,6.6000000000000005,0.198,228.0,402.0,5.93724,18.84,6
7.6,0.2,0.26,4.8,0.033,26.0,76.0,0.99076,2.98,0.49,12.3,1.52,1.976,36.48,0.2508,197.6,577.6,7.529775999999999,22.648,7
6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42,12.2,1.8599999999999999,1.302,6.820000000000001,0.19840000000000002,192.20000000000002,688.2,6.1311800000000005,18.414,6
6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.98794,3.08,0.43,13.2,1.7399999999999998,1.5,8.399999999999999,0.198,180.0,684.0,5.92764,18.48,6
6.6,0.18,0.28,1.7,0.041,53.0,161.0,0.99207,3.13,0.45,10.2,1.188,1.848,11.219999999999999,0.2706,349.79999999999995,1062.6,6.547662,20.657999999999998,6
7.0,0.22,0.28,10.6,0.039,32.0,117.0,0.99355,3.05,0.55,11.5,1.54,1.9600000000000002,74.2,0.273,224.0,819.0,6.95485,21.349999999999998,7
6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.98794,3.08,0.43,13.2,1.7399999999999998,1.5,8.399999999999999,0.198,180.0,684.0,5.92764,18.48,6
6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42,12.2,1.8599999999999999,1.302,6.820000000000001,0.19840000000000002,192.20000000000002,688.2,6.1311800000000005,18.414,6
5.6,0.15,0.26,5.55,0.051,51.0,139.0,0.99336,3.47,0.5,11.0,0.84,1.456,31.08,0.28559999999999997,285.59999999999997,778.4,5.562816,19.432,6
6.9,0.28,0.24,2.1,0.034,49.0,121.0,0.98882,2.98,0.43,13.2,1.9320000000000004,1.656,14.490000000000002,0.23460000000000003,338.1,834.9000000000001,6.822858000000001,20.562,7
5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,1.121,1.239,10.030000000000001,0.2655,336.3,796.5,5.861119,19.588,5
7.8,0.22,0.26,9.0,0.047,38.0,132.0,0.997,3.25,0.53,10.2,1.716,2.028,70.2,0.3666,296.4,1029.6,7.7766,25.349999999999998,6
6.6,0.18,0.28,1.7,0.041,53.0,161.0,0.99207,3.13,0.45,10.2,1.188,1.848,11.219999999999999,0.2706,349.79999999999995,1062.6,6.547662,20.657999999999998,6
7.0,0.4,0.25,1.8,0.05,51.0,189.0,0.99174,3.0,0.55,11.4,2.8000000000000003,1.75,12.6,0.35000000000000003,357.0,1323.0,6.94218,21.0,6
6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,1.708,1.647,28.669999999999998,0.183,341.59999999999997,854.0,6.041562,19.276,8
7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,2.7359999999999998,3.7239999999999998,85.88,0.34959999999999997,661.1999999999999,1679.6,7.587839999999999,22.875999999999998,5
6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.99111,3.28,0.48,12.1,1.8200000000000003,2.21,23.400000000000002,0.26,188.5,786.5,6.442215,21.32,7
6.9,0.19,0.35,6.9,0.045,51.0,125.0,0.9933,3.1,0.44,10.7,1.3110000000000002,2.415,47.61000000000001,0.3105,351.90000000000003,862.5,6.85377,21.39,7
6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.99111,3.28,0.48,12.1,1.8200000000000003,2.21,23.400000000000002,0.26,188.5,786.5,6.442215,21.32,7
6.4,0.22,0.32,4.9,0.046,50.0,156.0,0.99316,3.38,0.55,11.2,1.4080000000000001,2.048,31.360000000000003,0.2944,320.0,998.4000000000001,6.356224000000001,21.632,6
6.8,0.23,0.3,6.95,0.044,42.0,179.0,0.9946,3.25,0.56,10.6,1.564,2.04,47.26,0.29919999999999997,285.59999999999997,1217.2,6.76328,22.099999999999998,6
6.4,0.32,0.31,1.9,0.037,34.0,126.0,0.99,3.06,0.45,11.8,2.048,1.984,12.16,0.2368,217.60000000000002,806.4000000000001,6.336,19.584000000000003,6
6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,1.708,1.647,28.669999999999998,0.183,341.59999999999997,854.0,6.041562,19.276,8
7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,2.7359999999999998,3.7239999999999998,85.88,0.34959999999999997,661.1999999999999,1679.6,7.587839999999999,22.875999999999998,5
8.8,0.39,0.35,1.8,0.096,22.0,80.0,0.99016,2.95,0.54,12.6,3.4320000000000004,3.08,15.840000000000002,0.8448000000000001,193.60000000000002,704.0,8.713408000000001,25.960000000000004,6
6.6,0.24,0.3,11.3,0.026,11.0,77.0,0.99381,3.13,0.55,12.8,1.5839999999999999,1.9799999999999998,74.58,0.17159999999999997,72.6,508.2,6.559145999999999,20.657999999999998,7
6.9,0.29,0.3,8.2,0.026,35.0,112.0,0.99144,3.0,0.37,12.3,2.001,2.07,56.58,0.1794,241.5,772.8000000000001,6.840936,20.700000000000003,6
6.9,0.28,0.3,8.3,0.026,37.0,113.0,0.99139,2.99,0.38,12.3,1.9320000000000004,2.07,57.27000000000001,0.1794,255.3,779.7,6.840591,20.631000000000004,8
6.7,0.38,0.26,9.55,0.036,35.0,91.0,0.9919,2.98,0.37,12.4,2.5460000000000003,1.7420000000000002,63.98500000000001,0.2412,234.5,609.7,6.64573,19.966,6
8.0,0.28,0.3,8.4,0.03,35.0,115.0,0.99192,2.93,0.42,12.3,2.24,2.4,67.2,0.24,280.0,920.0,7.93536,23.44,6
6.5,0.25,0.45,7.8,0.048,52.0,188.0,0.99576,3.2,0.53,9.1,1.625,2.9250000000000003,50.699999999999996,0.312,338.0,1222.0,6.47244,20.8,5
6.6,0.26,0.46,7.8,0.047,48.0,186.0,0.9958,3.2,0.54,9.1,1.716,3.036,51.48,0.3102,316.79999999999995,1227.6,6.57228,21.12,5
7.4,0.29,0.28,10.2,0.032,43.0,138.0,0.9951,3.1,0.47,10.6,2.146,2.0720000000000005,75.48,0.2368,318.2,1021.2,7.36374,22.94,6
6.3,0.19,0.29,5.5,0.042,44.0,189.0,0.99304,3.19,0.47,10.3,1.197,1.8269999999999997,34.65,0.2646,277.2,1190.7,6.256152,20.096999999999998,6
6.1,0.33,0.32,7.8,0.052,52.0,183.0,0.99657,3.39,0.65,9.5,2.013,1.952,47.58,0.3172,317.2,1116.3,6.079076999999999,20.679,5
5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49,11.1,1.7919999999999998,1.8479999999999999,41.44,0.20719999999999997,140.0,532.0,5.5590079999999995,18.2,6
7.7,0.46,0.18,3.3,0.054,18.0,143.0,0.99392,3.12,0.51,10.8,3.5420000000000003,1.386,25.41,0.4158,138.6,1101.1000000000001,7.653184,24.024,6
8.8,0.19,0.3,5.0,0.028,34.0,120.0,0.99242,2.94,0.47,11.2,1.6720000000000002,2.64,44.0,0.24640000000000004,299.20000000000005,1056.0,8.733296000000001,25.872,5
7.7,0.46,0.18,3.3,0.054,18.0,143.0,0.99392,3.12,0.51,10.8,3.5420000000000003,1.386,25.41,0.4158,138.6,1101.1000000000001,7.653184,24.024,6
8.8,0.27,0.25,5.0,0.024,52.0,99.0,0.9925,2.87,0.49,11.4,2.3760000000000003,2.2,44.0,0.21120000000000003,457.6,871.2,8.734000000000002,25.256000000000004,5
5.8,0.18,0.28,1.3,0.034,9.0,94.0,0.99092,3.21,0.52,11.2,1.044,1.624,7.54,0.19720000000000001,52.199999999999996,545.1999999999999,5.747336,18.618,6
5.8,0.15,0.32,1.2,0.037,14.0,119.0,0.99137,3.19,0.5,10.2,0.87,1.8559999999999999,6.96,0.21459999999999999,81.2,690.1999999999999,5.749946,18.502,6
5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49,11.1,1.7919999999999998,1.8479999999999999,41.44,0.20719999999999997,140.0,532.0,5.5590079999999995,18.2,6
6.1,0.33,0.32,7.8,0.052,52.0,183.0,0.99657,3.39,0.65,9.5,2.013,1.952,47.58,0.3172,317.2,1116.3,6.079076999999999,20.679,5
7.1,0.32,0.3,9.9,0.041,63.0,192.0,0.99642,3.12,0.49,10.2,2.272,2.13,70.28999999999999,0.2911,447.29999999999995,1363.1999999999998,7.0745819999999995,22.152,6
6.2,0.23,0.35,0.7,0.051,24.0,111.0,0.9916,3.37,0.43,11.0,1.4260000000000002,2.17,4.34,0.3162,148.8,688.2,6.14792,20.894000000000002,3
8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.99458,3.15,0.45,11.5,2.67,3.1149999999999998,40.94,0.2848,284.8,1317.2,8.851762,28.035,7
6.0,0.14,0.17,5.6,0.036,37.0,127.0,0.99373,3.05,0.57,9.8,0.8400000000000001,1.02,33.599999999999994,0.21599999999999997,222.0,762.0,5.96238,18.299999999999997,6
6.8,0.24,0.29,9.5,0.042,56.0,157.0,0.99586,3.11,0.51,10.1,1.632,1.9719999999999998,64.6,0.2856,380.8,1067.6,6.771847999999999,21.148,6
6.7,0.21,0.48,14.8,0.05,31.0,195.0,0.99942,2.95,0.75,8.8,1.407,3.2159999999999997,99.16000000000001,0.335,207.70000000000002,1306.5,6.696114,19.765,6
8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.99458,3.15,0.45,11.5,2.67,3.1149999999999998,40.94,0.2848,284.8,1317.2,8.851762,28.035,7
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,1.8299999999999998,1.8299999999999998,12.81,0.1891,305.0,994.3,6.03595,20.679,7
7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.9963,3.1,0.51,9.8,2.664,2.8800000000000003,83.52,0.23040000000000002,244.8,1540.8,7.17336,22.32,6
6.7,0.64,0.3,1.2,0.03,18.0,76.0,0.9892,3.16,0.6,12.9,4.288,2.01,8.04,0.20099999999999998,120.60000000000001,509.2,6.6276399999999995,21.172,4
7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.9963,3.1,0.51,9.8,2.664,2.8800000000000003,83.52,0.23040000000000002,244.8,1540.8,7.17336,22.32,6
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,1.8299999999999998,1.8299999999999998,12.81,0.1891,305.0,994.3,6.03595,20.679,7
7.6,0.28,0.49,20.15,0.06,30.0,145.0,1.00196,3.01,0.44,8.5,2.128,3.7239999999999998,153.14,0.45599999999999996,228.0,1102.0,7.614895999999999,22.875999999999998,5
6.3,0.29,0.28,4.7,0.059,28.0,81.0,0.99036,3.24,0.56,12.7,1.8269999999999997,1.764,29.61,0.3717,176.4,510.3,6.239268,20.412,8
6.2,0.28,0.28,4.3,0.026,22.0,105.0,0.989,2.98,0.64,13.1,1.7360000000000002,1.7360000000000002,26.66,0.1612,136.4,651.0,6.1318,18.476,8
7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.99947,3.35,0.78,9.1,1.2779999999999998,2.769,102.94999999999999,0.3621,340.79999999999995,1107.6,7.0962369999999995,23.785,5
6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,2.048,1.7280000000000002,31.360000000000003,0.21760000000000002,115.2,780.8000000000001,6.346240000000001,21.504,6
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,1.207,2.84,103.305,0.3337,333.7,1107.6,7.096094999999999,23.714,6
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,1.207,2.84,103.305,0.3337,333.7,1107.6,7.096094999999999,23.714,6
5.8,0.24,0.26,10.05,0.039,63.0,162.0,0.99375,3.33,0.5,11.2,1.392,1.508,58.29,0.22619999999999998,365.4,939.6,5.76375,19.314,6
6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,2.048,1.7280000000000002,31.360000000000003,0.21760000000000002,115.2,780.8000000000001,6.346240000000001,21.504,6
7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.99947,3.35,0.78,9.1,1.2779999999999998,2.769,102.94999999999999,0.3621,340.79999999999995,1107.6,7.0962369999999995,23.785,5
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,1.207,2.84,103.305,0.3337,333.7,1107.6,7.096094999999999,23.714,6
7.1,0.18,0.39,15.25,0.047,45.0,158.0,0.99946,3.34,0.77,9.1,1.2779999999999998,2.769,108.27499999999999,0.3337,319.5,1121.8,7.096166,23.714,6
7.8,0.29,0.29,3.15,0.044,41.0,117.0,0.99153,3.24,0.35,11.5,2.262,2.262,24.57,0.34319999999999995,319.8,912.6,7.733934,25.272000000000002,5
6.2,0.255,0.27,1.3,0.037,30.0,86.0,0.98834,3.05,0.59,12.9,1.5810000000000002,1.6740000000000002,8.06,0.2294,186.0,533.2,6.127708,18.91,7
8.2,0.34,0.29,5.2,0.076,19.0,92.0,0.99138,2.95,0.39,12.5,2.788,2.3779999999999997,42.64,0.6232,155.79999999999998,754.4,8.129316,24.189999999999998,6
6.5,0.24,0.28,1.1,0.034,26.0,83.0,0.98928,3.25,0.33,12.3,1.56,1.8200000000000003,7.15,0.22100000000000003,169.0,539.5,6.43032,21.125,6
6.9,0.24,0.23,7.1,0.041,20.0,97.0,0.99246,3.1,0.85,11.4,1.656,1.5870000000000002,48.99,0.28290000000000004,138.0,669.3000000000001,6.847974000000001,21.39,6
6.7,0.4,0.22,8.8,0.052,24.0,113.0,0.99576,3.22,0.45,9.4,2.68,1.474,58.96000000000001,0.3484,160.8,757.1,6.671592,21.574,5
6.7,0.3,0.44,18.5,0.057,65.0,224.0,0.99956,3.11,0.53,9.1,2.01,2.948,123.95,0.3819,435.5,1500.8,6.697052,20.837,5
6.7,0.4,0.22,8.8,0.052,24.0,113.0,0.99576,3.22,0.45,9.4,2.68,1.474,58.96000000000001,0.3484,160.8,757.1,6.671592,21.574,5
6.8,0.17,0.32,1.4,0.04,35.0,106.0,0.99026,3.16,0.66,12.0,1.1560000000000001,2.176,9.52,0.272,238.0,720.8,6.733768,21.488,5
7.1,0.25,0.28,1.2,0.04,31.0,111.0,0.99174,3.18,0.53,11.1,1.775,1.988,8.52,0.284,220.1,788.0999999999999,7.041353999999999,22.578,5
5.9,0.27,0.27,5.0,0.035,14.0,97.0,0.99058,3.1,0.33,11.8,1.5930000000000002,1.5930000000000002,29.5,0.20650000000000004,82.60000000000001,572.3000000000001,5.844422000000001,18.290000000000003,7
6.0,0.16,0.22,1.6,0.042,36.0,106.0,0.9905,3.24,0.32,11.4,0.96,1.32,9.600000000000001,0.252,216.0,636.0,5.9430000000000005,19.44,6
6.7,0.3,0.44,18.75,0.057,65.0,224.0,0.99956,3.11,0.53,9.1,2.01,2.948,125.625,0.3819,435.5,1500.8,6.697052,20.837,5
6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,12.1,0.9899999999999999,2.112,39.599999999999994,0.2178,389.4,844.8,6.546672,21.054,8
7.3,0.34,0.3,9.4,0.057,34.0,178.0,0.99554,3.15,0.44,10.4,2.482,2.19,68.62,0.4161,248.2,1299.3999999999999,7.267442,22.994999999999997,6
6.0,0.17,0.29,9.7,0.044,33.0,98.0,0.99536,3.12,0.36,9.2,1.02,1.7399999999999998,58.199999999999996,0.264,198.0,588.0,5.972160000000001,18.72,6
6.7,0.47,0.29,4.75,0.034,29.0,134.0,0.99056,3.29,0.46,13.0,3.149,1.9429999999999998,31.825,0.22780000000000003,194.3,897.8000000000001,6.636752,22.043,7
6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,12.1,0.9899999999999999,2.112,39.599999999999994,0.2178,389.4,844.8,6.546672,21.054,8
6.6,0.21,0.29,5.35,0.029,43.0,106.0,0.99112,2.93,0.43,11.5,1.386,1.9139999999999997,35.309999999999995,0.1914,283.8,699.5999999999999,6.541392,19.338,7
6.6,0.21,0.29,5.35,0.029,43.0,106.0,0.99112,2.93,0.43,11.5,1.386,1.9139999999999997,35.309999999999995,0.1914,283.8,699.5999999999999,6.541392,19.338,7
8.0,0.24,0.48,6.8,0.047,13.0,134.0,0.99616,3.23,0.7,10.0,1.92,3.84,54.4,0.376,104.0,1072.0,7.96928,25.84,5
5.6,0.34,0.3,6.9,0.038,23.0,89.0,0.99266,3.25,0.49,11.1,1.904,1.68,38.64,0.2128,128.79999999999998,498.4,5.558896,18.2,6
5.8,0.54,0.0,1.4,0.033,40.0,107.0,0.98918,3.26,0.35,12.4,3.132,0.0,8.12,0.19140000000000001,232.0,620.6,5.737244,18.907999999999998,5
7.3,0.23,0.24,0.9,0.031,29.0,86.0,0.98926,2.9,0.38,12.2,1.679,1.752,6.57,0.2263,211.7,627.8,7.221598,21.169999999999998,6
6.0,0.39,0.13,1.2,0.042,60.0,172.0,0.99114,3.06,0.52,10.6,2.34,0.78,7.199999999999999,0.252,360.0,1032.0,5.94684,18.36,5
6.1,0.105,0.31,1.3,0.037,55.0,145.0,0.9912,3.41,0.41,11.1,0.6405,1.8909999999999998,7.93,0.22569999999999998,335.5,884.5,6.04632,20.801,7
5.8,0.32,0.2,2.6,0.027,17.0,123.0,0.98936,3.36,0.78,13.9,1.8559999999999999,1.16,15.08,0.1566,98.6,713.4,5.738288,19.488,7
7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.9983,2.99,0.3,9.2,1.672,2.128,91.19999999999999,0.4256,516.8,1086.8,7.587079999999999,22.724,6
6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.99532,2.98,0.56,10.5,1.292,2.72,66.97999999999999,0.374,278.8,700.4,6.7681759999999995,20.264,6
6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,1.6079999999999999,2.01,25.795,0.28140000000000004,703.5,1199.3,6.645663000000001,20.368000000000002,8
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,1.1560000000000001,2.3120000000000003,13.6,0.272,258.4,754.8,6.732,22.032,6
6.2,0.3,0.31,1.6,0.035,40.0,106.0,0.98914,3.26,0.39,12.9,1.8599999999999999,1.922,9.920000000000002,0.21700000000000003,248.0,657.2,6.132668000000001,20.212,7
6.9,0.29,0.41,7.8,0.046,52.0,171.0,0.99537,3.12,0.51,9.6,2.001,2.829,53.82,0.3174,358.8,1179.9,6.868053000000001,21.528000000000002,5
6.8,0.19,0.34,1.9,0.04,41.0,108.0,0.99,3.25,0.45,12.9,1.292,2.3120000000000003,12.92,0.272,278.8,734.4,6.732,22.099999999999998,6
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,1.1560000000000001,2.3120000000000003,13.6,0.272,258.4,754.8,6.732,22.032,6
6.6,0.24,0.27,10.3,0.047,54.0,219.0,0.99742,3.04,0.45,8.8,1.5839999999999999,1.782,67.98,0.3102,356.4,1445.3999999999999,6.582972,20.064,5
6.6,0.16,0.36,1.1,0.031,27.0,93.0,0.98884,3.23,0.34,13.2,1.056,2.376,7.26,0.20459999999999998,178.2,613.8,6.526344,21.317999999999998,8
7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.9983,2.99,0.3,9.2,1.672,2.128,91.19999999999999,0.4256,516.8,1086.8,7.587079999999999,22.724,6
6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,1.6079999999999999,2.01,25.795,0.28140000000000004,703.5,1199.3,6.645663000000001,20.368000000000002,8
6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.99532,2.98,0.56,10.5,1.292,2.72,66.97999999999999,0.374,278.8,700.4,6.7681759999999995,20.264,6
6.7,0.16,0.36,2.0,0.045,24.0,131.0,0.99284,3.3,0.59,10.5,1.072,2.412,13.4,0.3015,160.8,877.7,6.652028,22.11,6
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,1.95,1.7550000000000001,26.0,0.247,240.5,630.5,6.4366900000000005,20.8,8
6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5,9.5,1.43,1.235,7.15,0.41600000000000004,234.0,1241.5,6.454305,19.825,6
6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,2.2319999999999998,2.79,64.48,0.372,136.4,1140.8,6.182082,20.522000000000002,6
6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,2.294,1.488,37.82,0.19840000000000002,117.8,533.2,6.133908,18.848000000000003,8
7.6,0.31,0.24,1.8,0.037,39.0,150.0,0.9913,3.05,0.44,11.8,2.356,1.8239999999999998,13.68,0.28119999999999995,296.4,1140.0,7.533879999999999,23.179999999999996,7
6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,2.2319999999999998,2.79,64.48,0.372,136.4,1140.8,6.182082,20.522000000000002,6
5.9,0.32,0.28,4.7,0.039,34.0,94.0,0.98964,3.22,0.57,13.1,1.8880000000000001,1.6520000000000004,27.730000000000004,0.23010000000000003,200.60000000000002,554.6,5.838876,18.998,7
